"clunky";"неуклюжий";;;"What I didn’t like, however, was how c <b>clunky</b> they were.";"[sound:https://audiocdn.lingualeo.com/v2/1/Y2x1bmt5e5901117.mp3]";"What I didn’t like, however, was how c {{c1::clunky}} they were.";;"Слова из интернета"
"overcome";"побороть, победить, подавить (какое-л. чувство и т. п.) vanquish, conquer, beat. охватить, овладевать, переполнять (о чувстве и т. п.). 'страд.зал.' истощать, ослаблять, изнурять";;"ˈoʊvərˌkʌm";"You can <b>overcome</b> this by specifying a custom inflection rule for your model class.";"[sound:https://audiocdn.lingualeo.com/v2/1/b3ZlcmNvbWU=9fa077e7.mp3]";"You can {{c1::overcome}} this by specifying a custom inflection rule for your model class.";;"Слова из интернета"
"the above";"вышесказанное";;"ði j̆əbˈʌv";"While <b>the above</b> will work, what I would instead recommend is doing what you don't want to do, namely use the href on the a tag and have a global listener that hooks into the routing.";"[sound:https://audiocdn.lingualeo.com/v2/1/dGhlIGFib3Zla58bdd73.mp3]";"While {{c1::the above}} will work, what I would instead recommend is doing what you don't want to do, namely use the href on the a tag and have a global listener that hooks into the routing.";;"Слова из интернета"
"seeking";"ищут";"<img src='https://contentcdn.lingualeo.com/uploads/picture/15252.png'>";"ˈsikɪŋ";"For instance, two users <b>seeking</b> to purchase a Nirvana CD on Amazon may have completely different journeys - one will enter the system via the browser's address bar, search for the album she already knows she wish to buy, add to basket and buy. where the o";"[sound:https://audiocdn.lingualeo.com/v2/1/c2Vla2luZw==af8b0a38.mp3]";"For instance, two users {{c1::seeking}} to purchase a Nirvana CD on Amazon may have completely different journeys - one will enter the system via the browser's address bar, search for the album she already knows she wish to buy, add to basket and buy. where the o";;"Слова из интернета"
"to measure";"измерять";"<img src='https://contentcdn.lingualeo.com/uploads/picture/3467521.png'>";"tu ˈmɛʒər";"You can conduct development iterations (the focus of agile) or design iterations (the focus of UX), but if you fail <b>to measure</b> the impact of the iteration, you won’t see the real benefits of an iterative process.";"[sound:https://audiocdn.lingualeo.com/v2/1/dG8gbWVhc3VyZQ==eed71013.mp3]";"You can conduct development iterations (the focus of agile) or design iterations (the focus of UX), but if you fail {{c1::to measure}} the impact of the iteration, you won’t see the real benefits of an iterative process.";;"Слова из интернета"
"while both";"в то время как";"<img src='https://contentcdn.lingualeo.com/uploads/picture/3664375.png'>";;"<b>While both</b> agile and UX methods share some best practices—like iteration and defining requirements based on stories about users—agile and UX methods evolved for different purposes, supporting different values.";"[sound:https://audiocdn.lingualeo.com/v2/1/d2hpbGUgYm90aA==31f871dd.mp3]";"{{c1::While both}} agile and UX methods share some best practices—like iteration and defining requirements based on stories about users—agile and UX methods evolved for different purposes, supporting different values.";;"Слова из интернета"
"billionaire";"миллиардер";;"bˈɪlɪəːnɛəː";"Now a jet setting <b>billionaire</b> after selling his popular video game Minecraft to Microsoft MSFT -1.1% for $2.5 billion in 2014, the soft-spoken Swede has vowed never to create anything successful ever again.";"[sound:https://audiocdn.lingualeo.com/v2/1/YmlsbGlvbmFpcmU=45f4fc00.mp3]";"Now a jet setting {{c1::billionaire}} after selling his popular video game Minecraft to Microsoft MSFT -1.1% for $2.5 billion in 2014, the soft-spoken Swede has vowed never to create anything successful ever again.";;"Слова из интернета"
"vowed";"пообещал";;"vˈaʊːd";"Now a jet setting billionaire after selling his popular video game Minecraft to Microsoft MSFT -1.1% for $2.5 billion in 2014, the soft-spoken Swede has <b>vowed</b> never to create anything successful ever again.";"[sound:https://audiocdn.lingualeo.com/v2/1/dm93ZWQ=c933440e.mp3]";"Now a jet setting billionaire after selling his popular video game Minecraft to Microsoft MSFT -1.1% for $2.5 billion in 2014, the soft-spoken Swede has {{c1::vowed}} never to create anything successful ever again.";;"Слова из интернета"
"emerged";"возникший. появились";;"ɪmˈɜːdʒd";"Alongside the exploding popularity of Minecraft, Persson — or rather his online persona “Notch” — <b>emerged</b> as deity-like figure for millions of gamers, using his newfound position on the throne of indie development to bash his corporate counterparts.";"[sound:https://audiocdn.lingualeo.com/v2/1/ZW1lcmdlZA==bb894818.mp3]";"Alongside the exploding popularity of Minecraft, Persson — or rather his online persona “Notch” — {{c1::emerged}} as deity-like figure for millions of gamers, using his newfound position on the throne of indie development to bash his corporate counterparts.";;"Мой словарь"
"counterparts";"коллеги";;"kˈaʊːntəpɑːts";"Alongside the exploding popularity of Minecraft, Persson — or rather his online persona “Notch” — emerged as deity-like figure for millions of gamers, using his newfound position on the throne of indie development to bash his corporate <b>counterparts</b>.";"[sound:https://audiocdn.lingualeo.com/v2/1/Y291bnRlcnBhcnRza25c2139.mp3]";"Alongside the exploding popularity of Minecraft, Persson — or rather his online persona “Notch” — emerged as deity-like figure for millions of gamers, using his newfound position on the throne of indie development to bash his corporate {{c1::counterparts}}.";;"Слова из интернета"
"newfound";"новообретенным";;"njˈuːfaʊːnd";"Alongside the exploding popularity of Minecraft, Persson — or rather his online persona “Notch” — emerged as deity-like figure for millions of gamers, using his <b>newfound</b> position on the throne of indie development to bash his corporate counterparts.";"[sound:https://audiocdn.lingualeo.com/v2/1/bmV3Zm91bmQ=2682415f.mp3]";"Alongside the exploding popularity of Minecraft, Persson — or rather his online persona “Notch” — emerged as deity-like figure for millions of gamers, using his {{c1::newfound}} position on the throne of indie development to bash his corporate counterparts.";;"Слова из интернета"
"soft-spoken";"тихо говорящий";"<img src='https://contentcdn.lingualeo.com/uploads/picture/1883914.png'>";;"Now a jet setting billionaire after selling his popular video game Minecraft to Microsoft MSFT -1.1% for $2.5 billion in 2014, the <b>soft-spoken</b> Swede has vowed never to create anything successful ever again.";"[sound:https://audiocdn.lingualeo.com/v2/1/c29mdC1zcG9rZW4=72a5f918.mp3]";"Now a jet setting billionaire after selling his popular video game Minecraft to Microsoft MSFT -1.1% for $2.5 billion in 2014, the {{c1::soft-spoken}} Swede has vowed never to create anything successful ever again.";;"Слова из интернета"
"single-handedly";"единолично";"<img src='https://contentcdn.lingualeo.com/uploads/picture/99730.png'>";;"<b>Single-handedly</b>, 35-year-old Markus Persson created one of the most popular video games of all time, and built an online following of millions as he challenged the giants of the video game industry.";"[sound:https://audiocdn.lingualeo.com/v2/1/c2luZ2xlLWhhbmRlZGx54a208b57.mp3]";"{{c1::Single-handedly}}, 35-year-old Markus Persson created one of the most popular video games of all time, and built an online following of millions as he challenged the giants of the video game industry.";;"Слова из интернета"
"organic community";"органические сообщества";;;"The urge by players to showcase their creations online helped build a viral, <b>organic community</b>, unparalleled by any video game developed before.";"[sound:https://audiocdn.lingualeo.com/v2/1/b3JnYW5pYyBjb21tdW5pdHk=f08908a2.mp3]";"The urge by players to showcase their creations online helped build a viral, {{c1::organic community}}, unparalleled by any video game developed before.";;"Слова из интернета"
"to bash";"биться";"<img src='https://contentcdn.lingualeo.com/uploads/picture/1838540.png'>";;"Alongside the exploding popularity of Minecraft, Persson — or rather his online persona “Notch” — emerged as deity-like figure for millions of gamers, using his newfound position on the throne of indie development <b>to bash</b> his corporate counterparts.";"[sound:https://audiocdn.lingualeo.com/v2/1/dG8gYmFzaA==947404d8.mp3]";"Alongside the exploding popularity of Minecraft, Persson — or rather his online persona “Notch” — emerged as deity-like figure for millions of gamers, using his newfound position on the throne of indie development {{c1::to bash}} his corporate counterparts.";;"Слова из интернета"
"has grossed";"собрал";;;"This single game, released in alpha-stage in 2009, <b>has grossed</b> more than $700 million, most of which is pure profit.";"[sound:https://audiocdn.lingualeo.com/v2/1/aGFzIGdyb3NzZWQ=7093a9d1.mp3]";"This single game, released in alpha-stage in 2009, {{c1::has grossed}} more than $700 million, most of which is pure profit.";;"Слова из интернета"
"request";"просьба";"<img src='https://contentcdn.lingualeo.com/uploads/picture/318515.png'>";"rɪˈkwɛst";"As a new customer, we kindly <b>request</b> that you provide us with a copy (scan/photo) of your passport or ID card for authentication purposes.";"[sound:https://audiocdn.lingualeo.com/v2/1/cmVxdWVzdA==6c48744c.mp3]";"As a new customer, we kindly {{c1::request}} that you provide us with a copy (scan/photo) of your passport or ID card for authentication purposes.";;"Слова из интернета"
"standalone";"автономный";;"stˈændələʊːn";"Pundit is <b>standalone</b> system with no dependency on Rolify as per my experience.";"[sound:https://audiocdn.lingualeo.com/v2/1/c3RhbmRhbG9uZQ==d5579982.mp3]";"Pundit is {{c1::standalone}} system with no dependency on Rolify as per my experience.";;"Слова из интернета"
"leather";"кожа";"<img src='https://contentcdn.lingualeo.com/uploads/picture/3728706.png'>";"ˈlɛðər";"Detachable PU <b>Leather</b> Cover Case Bag For Sony Alpha NEX-5R NEX5R Strap";"[sound:https://audiocdn.lingualeo.com/v2/1/bGVhdGhlcg==8e2d2e4f.mp3]";"Detachable PU {{c1::Leather}} Cover Case Bag For Sony Alpha NEX-5R NEX5R Strap";;"Слова из интернета"
"surprisingly";"неожиданно";;"səˈprʌɪzɪŋli";"This is <b>surprisingly</b> useful in combination with dependent attributes and callbacks, which do get to access them.";"[sound:https://audiocdn.lingualeo.com/v2/1/c3VycHJpc2luZ2x513e18f73.mp3]";"This is {{c1::surprisingly}} useful in combination with dependent attributes and callbacks, which do get to access them.";;"Слова из интернета"
"tend to";"иметь склонность, как правило";"<img src='https://contentcdn.lingualeo.com/uploads/picture/199688.png'>";"tˈend tˈuː";"I'm just curious where people <b>tend to</b> use FactoryGirl.build_stubbed and where they use double when writing RSpec specs.";"[sound:https://audiocdn.lingualeo.com/v2/1/dGVuZCB0bw==ce85e9e9.mp3]";"I'm just curious where people {{c1::tend to}} use FactoryGirl.build_stubbed and where they use double when writing RSpec specs.";;"Слова из интернета"
